對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2022/11/25'],[ 8 18 25 28 36],"[3, 21, 23, 4, 9, 29, 17, 11, 6, 27]",0,
['2022/11/26'],[11 18 20 24 26],"[27, 26, 9, 2, 19, 11, 3, 39, 22, 29]",2,"{26, 11}"
['2022/11/28'],[ 7  9 17 27 39],"[24, 19, 23, 22, 39, 8, 6, 29, 21, 1]",1,{39}
['2022/11/29'],[ 8 11 14 25 29],"[11, 13, 19, 15, 8, 3, 35, 32, 1, 38]",2,"{8, 11}"
['2022/11/30'],[ 9 13 16 24 37],"[14, 15, 8, 25, 23, 29, 18, 39, 9, 7]",1,{9}
['2022/12/1'],[14 16 24 26 30],"[35, 10, 33, 1, 3, 30, 6, 15, 20, 36]",1,{30}
['2022/12/2'],[ 1  3  4 13 18],"[14, 22, 37, 9, 21, 8, 33, 24, 19, 36]",0,
['2022/12/3'],[11 13 21 28 29],"[37, 10, 2, 18, 23, 38, 32, 6, 9, 16]",0,
['2022/12/5'],[ 5 14 16 18 24],"[24, 16, 20, 14, 37, 15, 10, 33, 36, 11]",3,"{16, 24, 14}"
['2022/12/6'],[12 13 16 18 25],"[38, 21, 3, 2, 31, 17, 32, 29, 16, 34]",1,{16}
['2022/12/7'],[ 1 10 25 34 36],"[17, 23, 35, 10, 2, 24, 36, 13, 32, 9]",2,"{10, 36}"
['2022/12/8'],[16 19 21 22 23],"[17, 21, 32, 8, 26, 10, 6, 28, 25, 31]",1,{21}
['2022/12/9'],[12 13 17 35 37],"[4, 22, 34, 6, 3, 20, 21, 33, 10, 28]",0,
['2022/12/10'],[ 8 10 18 29 39],"[15, 24, 33, 36, 38, 16, 39, 31, 18, 8]",3,"{8, 18, 39}"
['2022/12/12'],[13 16 23 27 28],"[4, 11, 26, 34, 37, 3, 24, 14, 35, 13]",1,{13}
['2022/12/13'],[ 1  9 12 27 28],"[39, 6, 23, 7, 13, 31, 22, 21, 26, 28]",1,{28}
['2022/12/14'],[10 12 16 31 36],"[4, 3, 37, 9, 23, 27, 5, 6, 12, 24]",1,{12}
['2022/12/15'],[ 1  6 14 18 24],"[39, 37, 6, 20, 14, 31, 38, 29, 35, 18]",3,"{18, 6, 14}"
['2022/12/16'],[ 3 14 15 19 34],"[3, 15, 16, 12, 21, 7, 11, 33, 17, 29]",2,"{3, 15}"
['2022/12/17'],[ 3 10 11 12 24],"[3, 2, 28, 8, 22, 27, 15, 20, 17, 37]",1,{3}
['2022/12/19'],[ 6  9 13 21 35],"[12, 36, 11, 15, 2, 24, 30, 5, 32, 4]",0,
['2022/12/20'],[ 6  9 13 25 29],"[12, 38, 17, 8, 6, 31, 14, 15, 37, 24]",1,{6}
['2022/12/21'],[12 13 20 24 32],"[24, 1, 4, 13, 18, 25, 32, 14, 38, 2]",3,"{32, 24, 13}"
['2022/12/22'],[ 3  7  9 18 33],"[35, 38, 12, 34, 21, 5, 28, 20, 29, 37]",0,
['2022/12/23'],[23 27 29 30 35],"[23, 10, 34, 27, 11, 38, 1, 28, 4, 14]",2,"{27, 23}"
['2022/12/24'],[ 1  3  4 31 34],"[22, 29, 12, 24, 39, 34, 7, 26, 9, 15]",1,{34}
['2022/12/26'],[ 2  6 12 13 28],"[18, 34, 1, 19, 35, 2, 36, 12, 22, 39]",2,"{2, 12}"
['2022/12/27'],[ 8 20 31 35 38],"[17, 25, 4, 39, 11, 1, 24, 7, 36, 2]",0,
['2022/12/28'],[ 6 16 18 24 27],"[18, 26, 30, 23, 1, 25, 22, 9, 10, 24]",2,"{24, 18}"
['2022/12/29'],[ 1  8 18 25 38],"[31, 28, 2, 4, 13, 9, 12, 37, 32, 26]",0,
['2022/12/30'],[ 4  5  8 10 29],"[29, 4, 19, 37, 11, 21, 26, 33, 36, 15]",2,"{4, 29}"
['2022/12/31'],[ 1 10 15 20 26],"[20, 18, 29, 35, 7, 32, 3, 19, 22, 1]",2,"{1, 20}"
['2023/1/2'],[ 6  8 10 12 25],"[36, 10, 3, 21, 23, 28, 24, 12, 9, 16]",2,"{10, 12}"
['2023/1/3'],[12 14 25 30 34],"[10, 12, 25, 22, 27, 2, 14, 38, 33, 37]",3,"{25, 12, 14}"
['2023/1/4'],[ 8 18 29 31 36],"[32, 7, 26, 5, 33, 11, 15, 20, 24, 13]",0,
['2023/1/5'],[17 26 29 36 39],"[19, 26, 14, 27, 4, 33, 9, 17, 21, 11]",2,"{17, 26}"
['2023/1/6'],[10 30 35 38 39],"[20, 28, 23, 32, 27, 35, 26, 13, 36, 9]",1,{35}
['2023/1/7'],[ 3  6  8 23 30],"[13, 14, 27, 2, 20, 16, 32, 36, 7, 5]",0,
['2023/1/9'],[ 6 13 30 31 34],"[23, 2, 36, 30, 20, 18, 26, 28, 17, 39]",1,{30}
['2023/1/10'],[ 2  8 18 22 29],"[3, 18, 17, 21, 31, 4, 27, 12, 34, 29]",2,"{18, 29}"
['2023/1/11'],[23 26 31 34 35],"[1, 29, 23, 4, 35, 39, 7, 25, 17, 26]",3,"{26, 35, 23}"
['2023/1/12'],[ 3 14 26 29 37],"[18, 15, 36, 26, 8, 22, 35, 14, 7, 32]",2,"{26, 14}"
['2023/1/13'],[ 4  9 26 29 31],"[6, 18, 1, 15, 30, 24, 21, 39, 23, 9]",1,{9}
['2023/1/14'],[ 4  8 12 23 29],"[1, 32, 37, 7, 14, 21, 24, 22, 15, 38]",0,
['2023/1/16'],[ 4  7 11 12 29],"[28, 35, 1, 25, 26, 20, 17, 23, 7, 37]",1,{7}
['2023/1/17'],[ 4  6 26 28 39],"[29, 25, 3, 30, 1, 28, 8, 17, 13, 33]",1,{28}
['2023/1/18'],[ 6 12 18 34 39],"[14, 27, 25, 10, 28, 2, 30, 17, 26, 3]",0,
['2023/1/19'],[ 1  3 12 28 34],"[36, 19, 9, 28, 37, 4, 14, 6, 33, 8]",1,{28}
['2023/1/20'],[ 5  6 15 19 25],"[12, 15, 11, 7, 32, 13, 27, 31, 5, 26]",2,"{5, 15}"
['2023/1/21'],[ 8 12 14 28 35],"[3, 9, 10, 11, 13, 39, 24, 28, 12, 33]",2,"{12, 28}"
['2023/1/23'],[ 4 12 13 14 22],"[11, 37, 30, 2, 12, 9, 18, 16, 39, 15]",1,{12}
['2023/1/24'],[ 6  8 16 19 31],"[26, 29, 17, 5, 24, 27, 22, 8, 10, 15]",1,{8}
['2023/1/25'],[ 1  5 15 19 20],"[27, 8, 17, 24, 13, 2, 5, 6, 28, 38]",1,{5}
['2023/1/26'],[ 6 10 12 33 36],"[38, 13, 16, 12, 6, 19, 36, 30, 33, 14]",4,"{33, 36, 12, 6}"
['2023/1/27'],[ 2 16 19 24 27],"[30, 23, 7, 4, 21, 5, 10, 9, 27, 22]",1,{27}
['2023/1/28'],[ 9 18 29 32 38],"[1, 15, 4, 18, 6, 34, 22, 9, 2, 28]",2,"{9, 18}"
['2023/1/30'],[ 8 17 18 25 36],"[15, 3, 11, 37, 2, 1, 29, 12, 6, 34]",0,
['2023/1/31'],[ 2  3  6 23 38],"[16, 35, 33, 36, 20, 27, 38, 24, 3, 8]",2,"{3, 38}"
['2023/2/1'],[16 19 23 36 38],"[2, 4, 32, 22, 18, 13, 9, 33, 16, 29]",1,{16}
['2023/2/2'],[11 12 27 30 38],"[10, 23, 19, 3, 8, 35, 11, 32, 13, 27]",2,"{27, 11}"
['2023/2/3'],[ 1  7 19 21 31],"[24, 22, 3, 11, 39, 28, 31, 9, 33, 10]",1,{31}
['2023/2/4'],[13 15 18 22 24],"[35, 7, 8, 15, 27, 23, 12, 32, 39, 1]",1,{15}
['2023/2/6'],[ 3 15 16 28 31],"[1, 24, 7, 4, 2, 29, 21, 17, 33, 13]",0,
['2023/2/7'],[ 1 13 25 26 27],"[12, 26, 7, 24, 27, 16, 22, 32, 1, 36]",3,"{1, 26, 27}"
['2023/2/8'],[13 15 17 28 37],"[38, 13, 25, 2, 20, 3, 35, 21, 16, 33]",1,{13}
['2023/2/9'],[22 32 35 38 39],"[13, 21, 20, 14, 19, 6, 3, 31, 35, 39]",2,"{35, 39}"
['2023/2/10'],[ 4 17 25 26 34],"[31, 19, 10, 4, 5, 3, 1, 32, 12, 24]",1,{4}
['2023/2/11'],[ 7 27 30 31 39],"[17, 23, 32, 33, 30, 15, 14, 16, 22, 6]",1,{30}
['2023/2/13'],[ 5  6 16 31 34],"[25, 33, 18, 7, 34, 14, 12, 4, 11, 10]",1,{34}
['2023/2/14'],[ 9 12 16 28 37],"[26, 14, 9, 10, 13, 29, 3, 25, 18, 22]",1,{9}
['2023/2/15'],[ 4 23 24 32 37],"[6, 14, 12, 7, 10, 29, 20, 36, 23, 21]",1,{23}
['2023/2/16'],[ 5 17 25 35 39],"[7, 28, 25, 13, 24, 8, 29, 39, 6, 30]",2,"{25, 39}"
['2023/2/17'],[ 9 22 25 27 31],"[34, 11, 13, 27, 16, 24, 36, 18, 3, 19]",1,{27}
['2023/2/18'],[ 8 12 18 20 32],"[29, 17, 2, 25, 16, 11, 8, 33, 15, 21]",1,{8}
['2023/2/20'],[14 24 30 32 38],"[9, 29, 2, 23, 37, 7, 13, 30, 24, 18]",2,"{24, 30}"
['2023/2/21'],[ 2 17 25 29 37],"[6, 4, 29, 1, 30, 3, 25, 21, 27, 28]",2,"{25, 29}"
['2023/2/22'],[ 2 11 16 17 37],"[7, 22, 4, 11, 21, 9, 37, 38, 15, 39]",2,"{11, 37}"
['2023/2/23'],[ 7 11 13 17 27],"[34, 10, 6, 28, 1, 35, 15, 22, 11, 14]",1,{11}
['2023/2/24'],[ 8 11 12 16 30],"[22, 16, 20, 26, 17, 7, 29, 19, 38, 5]",1,{16}
['2023/2/25'],[ 4  6 27 38 39],"[26, 36, 21, 35, 18, 10, 29, 6, 17, 33]",1,{6}
['2023/2/27'],[ 5 21 31 33 38],"[21, 22, 9, 1, 13, 34, 8, 36, 39, 14]",1,{21}
['2023/2/28'],[ 6  8 23 27 33],"[23, 25, 19, 21, 15, 26, 9, 13, 14, 7]",1,{23}
['2023/3/1'],[26 30 32 36 37],"[19, 26, 28, 2, 1, 23, 13, 5, 14, 3]",1,{26}
['2023/3/2'],[ 1  4  9 24 37],"[4, 39, 30, 32, 15, 3, 10, 31, 11, 9]",2,"{9, 4}"
['2023/3/3'],[ 8 16 17 34 35],"[30, 4, 13, 7, 11, 31, 16, 26, 27, 12]",1,{16}
['2023/3/4'],[ 4  9 25 32 39],"[34, 7, 31, 20, 14, 9, 10, 27, 37, 12]",1,{9}
['2023/3/6'],[ 1  8 19 21 37],"[28, 18, 31, 24, 21, 37, 38, 4, 32, 17]",2,"{21, 37}"
['2023/3/7'],[ 5  9 10 17 19],"[4, 1, 19, 10, 26, 13, 24, 12, 29, 33]",2,"{10, 19}"
['2023/3/8'],[15 19 22 24 39],"[6, 1, 34, 37, 23, 38, 9, 18, 29, 7]",0,
['2023/3/9'],[11 26 30 38 39],"[1, 23, 14, 29, 26, 6, 18, 32, 37, 9]",1,{26}
['2023/3/10'],[ 8 15 33 35 39],"[13, 21, 11, 28, 30, 34, 16, 23, 4, 39]",1,{39}
['2023/3/11'],[ 4  7 14 22 24],"[30, 17, 38, 28, 8, 13, 39, 9, 5, 11]",0,
['2023/3/13'],[ 2 10 23 30 35],"[31, 34, 28, 7, 21, 13, 9, 5, 35, 37]",1,{35}
['2023/3/14'],[15 18 22 24 30],"[20, 16, 8, 35, 9, 4, 2, 15, 33, 13]",1,{15}
['2023/3/15'],[ 9 15 25 26 33],"[37, 12, 33, 26, 20, 35, 23, 7, 25, 15]",4,"{33, 26, 25, 15}"
['2023/3/16'],[10 21 25 37 38],"[15, 18, 33, 1, 9, 11, 25, 17, 4, 20]",1,{25}
['2023/3/17'],[ 5 11 17 27 32],"[9, 3, 17, 35, 24, 31, 33, 8, 14, 12]",1,{17}
['2023/3/18'],[ 3  7 22 30 37],"[11, 38, 20, 16, 22, 31, 18, 9, 15, 27]",1,{22}
['2023/3/20'],[ 5 10 18 20 37],"[33, 27, 2, 35, 24, 12, 17, 36, 4, 22]",0,
['2023/3/21'],[ 3 12 16 22 38],"[18, 31, 4, 37, 15, 2, 17, 34, 29, 6]",0,
['2023/3/22'],[ 2  5 17 27 37],"[12, 29, 18, 22, 14, 38, 24, 1, 11, 10]",0,
['2023/3/23'],[ 5 12 33 36 38],"[31, 34, 21, 1, 12, 16, 3, 36, 8, 24]",2,"{36, 12}"
['2023/3/24'],[ 8 19 27 34 37],"[32, 5, 24, 33, 17, 9, 27, 19, 4, 1]",2,"{27, 19}"
['2023/3/25'],[ 6 10 24 33 35],"[16, 11, 23, 35, 29, 12, 4, 26, 28, 9]",1,{35}
['2023/3/27'],[ 6 10 11 32 39],"[38, 10, 18, 23, 13, 31, 6, 25, 34, 11]",3,"{10, 11, 6}"
['2023/3/28'],[ 2  5  9 10 32],"[4, 12, 25, 39, 13, 19, 18, 33, 21, 38]",0,
['2023/3/29'],[16 32 36 37 39],"[7, 14, 36, 11, 24, 39, 30, 6, 29, 2]",2,"{36, 39}"
['2023/3/30'],[ 7 13 18 25 39],"[26, 33, 2, 20, 13, 10, 7, 3, 8, 19]",2,"{13, 7}"
['2023/3/31'],[ 2 21 26 27 35],"[21, 13, 28, 14, 30, 11, 23, 2, 38, 32]",2,"{2, 21}"
['2023/4/1'],[ 9 10 16 21 26],"[21, 8, 33, 25, 20, 26, 18, 34, 17, 39]",2,"{26, 21}"
['2023/4/3'],[ 6  7 22 23 33],"[20, 12, 16, 35, 25, 13, 33, 6, 24, 28]",2,"{33, 6}"
['2023/4/4'],[ 2 13 27 31 38],"[39, 14, 33, 10, 4, 2, 24, 18, 8, 37]",1,{2}
['2023/4/5'],[ 3  6 21 31 38],"[13, 19, 37, 39, 32, 25, 31, 5, 3, 11]",2,"{3, 31}"
['2023/4/6'],[ 9 11 24 37 39],"[9, 37, 39, 2, 22, 31, 8, 18, 33, 11]",4,"{9, 11, 37, 39}"
['2023/4/7'],[10 16 31 36 39],"[27, 13, 11, 8, 15, 5, 4, 9, 1, 34]",0,
['2023/4/8'],[ 8 18 20 27 31],"[10, 31, 36, 35, 15, 25, 29, 14, 32, 7]",1,{31}
['2023/4/10'],[ 6 25 30 34 36],"[21, 38, 15, 11, 24, 4, 34, 31, 2, 16]",1,{34}
['2023/4/11'],[ 1  5  6 37 38],"[15, 36, 6, 10, 12, 11, 17, 5, 14, 37]",3,"{5, 37, 6}"
['2023/4/12'],[ 4 10 11 17 38],"[8, 29, 25, 30, 18, 6, 27, 5, 39, 31]",0,
['2023/4/13'],[13 14 18 26 29],"[5, 17, 22, 25, 7, 36, 15, 20, 18, 1]",1,{18}
['2023/4/14'],[ 3  5 17 31 36],"[32, 5, 18, 11, 25, 4, 7, 30, 34, 15]",1,{5}
['2023/4/15'],[ 1  9 17 31 37],"[14, 33, 24, 4, 5, 20, 31, 21, 35, 3]",1,{31}
['2023/4/17'],[ 4  9 16 32 33],"[12, 14, 19, 6, 24, 36, 16, 9, 17, 2]",2,"{16, 9}"
['2023/4/18'],[11 17 21 31 33],"[29, 30, 14, 20, 12, 32, 39, 7, 11, 15]",1,{11}
['2023/4/19'],[15 20 33 34 39],"[20, 38, 23, 4, 12, 9, 3, 18, 5, 13]",1,{20}
['2023/4/20'],[ 4 19 22 29 37],"[28, 13, 27, 20, 37, 7, 35, 26, 19, 32]",2,"{19, 37}"
['2023/4/21'],[ 2  7 26 28 32],"[20, 13, 37, 27, 33, 11, 12, 2, 29, 1]",1,{2}
['2023/4/22'],[10 14 21 27 29],"[28, 6, 38, 18, 29, 31, 4, 10, 15, 19]",2,"{10, 29}"
['2023/4/24'],[ 1 10 16 21 24],"[4, 22, 18, 34, 15, 17, 24, 8, 10, 36]",2,"{24, 10}"
['2023/4/25'],[ 1  5 12 34 36],"[36, 23, 2, 39, 33, 20, 32, 30, 35, 12]",2,"{36, 12}"
['2023/4/26'],[ 2 20 21 29 33],"[15, 20, 13, 29, 5, 22, 27, 21, 7, 28]",3,"{29, 20, 21}"
['2023/4/27'],[ 3 13 22 32 39],"[12, 15, 39, 37, 30, 16, 21, 38, 18, 36]",1,{39}
['2023/4/28'],[ 7 10 11 36 39],"[17, 18, 4, 23, 13, 1, 39, 38, 25, 9]",1,{39}
['2023/4/29'],[ 6  8 22 32 38],"[25, 15, 29, 6, 17, 4, 20, 14, 3, 38]",2,"{38, 6}"
['2023/5/1'],[10 14 20 28 31],"[14, 31, 9, 5, 18, 33, 28, 26, 22, 11]",3,"{28, 14, 31}"
['2023/5/2'],[ 1  3  5 27 29],"[36, 6, 34, 30, 17, 37, 5, 33, 22, 8]",1,{5}
['2023/5/3'],[ 5  7 26 34 35],"[1, 10, 27, 16, 24, 28, 20, 33, 7, 14]",1,{7}
['2023/5/4'],[14 23 25 26 34],"[21, 10, 13, 14, 27, 17, 3, 12, 4, 39]",1,{14}
['2023/5/5'],[ 1  7 24 30 32],"[5, 16, 31, 23, 11, 30, 22, 12, 29, 21]",1,{30}
['2023/5/6'],[ 4  5 26 28 32],"[28, 17, 7, 21, 5, 33, 2, 3, 32, 23]",3,"{32, 28, 5}"
['2023/5/8'],[ 3  7 27 29 34],"[2, 26, 24, 25, 10, 4, 29, 30, 11, 7]",2,"{29, 7}"
['2023/5/9'],[ 2  4 13 23 36],"[15, 39, 38, 34, 25, 19, 7, 26, 36, 30]",1,{36}
['2023/5/10'],[11 12 25 31 37],"[4, 30, 33, 27, 23, 1, 29, 32, 17, 39]",0,
['2023/5/11'],[ 4  5  9 27 34],"[3, 31, 8, 17, 36, 12, 19, 10, 28, 15]",0,
['2023/5/12'],[14 20 21 23 25],"[9, 29, 32, 12, 24, 19, 13, 7, 20, 30]",1,{20}
['2023/5/13'],[ 3 12 15 27 35],"[21, 5, 17, 2, 37, 4, 20, 27, 13, 8]",1,{27}
['2023/5/15'],[ 5  6  7  8 24],"[31, 29, 7, 9, 10, 34, 15, 8, 35, 21]",2,"{8, 7}"
['2023/5/16'],[13 25 27 36 38],"[37, 21, 38, 15, 18, 26, 34, 1, 30, 39]",1,{38}
['2023/5/17'],[ 5 11 14 30 38],"[27, 20, 8, 12, 4, 23, 11, 19, 2, 13]",1,{11}
['2023/5/18'],[ 8 20 32 34 36],"[8, 26, 39, 31, 14, 37, 5, 15, 28, 38]",1,{8}
['2023/5/19'],[16 27 33 34 36],"[33, 9, 5, 20, 22, 34, 2, 3, 15, 25]",2,"{33, 34}"
['2023/5/20'],[ 1 10 24 28 34],"[31, 9, 28, 14, 19, 4, 29, 37, 18, 3]",1,{28}
['2023/5/22'],[10 15 25 31 39],"[25, 38, 22, 16, 18, 17, 36, 23, 28, 29]",1,{25}
['2023/5/23'],[10 14 34 35 38],"[4, 35, 9, 28, 24, 25, 6, 29, 20, 2]",1,{35}
['2023/5/24'],[ 8 10 16 21 34],"[18, 10, 4, 7, 8, 12, 23, 21, 3, 34]",4,"{8, 34, 10, 21}"
['2023/5/25'],[14 16 18 20 33],"[2, 6, 25, 14, 20, 39, 19, 32, 16, 10]",3,"{16, 20, 14}"
['2023/5/26'],[ 6  7 13 22 29],"[7, 39, 29, 4, 28, 32, 11, 20, 6, 23]",3,"{29, 6, 7}"
['2023/5/27'],[ 1 18 24 25 39],"[8, 35, 26, 14, 21, 33, 19, 30, 9, 17]",0,
['2023/5/29'],[ 1 10 14 27 37],"[4, 8, 34, 19, 3, 12, 6, 16, 9, 39]",0,
['2023/5/30'],[ 5 12 15 20 21],"[2, 3, 33, 35, 32, 11, 13, 25, 36, 37]",0,
['2023/5/31'],[ 5  6  7 34 36],"[39, 21, 27, 6, 36, 31, 20, 33, 37, 30]",2,"{36, 6}"
['2023/6/1'],[ 8 18 25 27 34],"[20, 13, 4, 24, 6, 25, 22, 21, 38, 29]",1,{25}
['2023/6/2'],[ 4  8  9 22 37],"[34, 15, 18, 36, 32, 21, 37, 24, 27, 38]",1,{37}
['2023/6/3'],[ 3  7 13 23 34],"[10, 2, 27, 37, 22, 15, 26, 6, 7, 23]",2,"{23, 7}"
['2023/6/5'],[ 1  5 16 20 29],"[19, 39, 9, 36, 16, 6, 28, 37, 3, 34]",1,{16}
['2023/6/6'],[11 18 26 29 37],"[9, 12, 27, 39, 36, 37, 16, 18, 14, 33]",2,"{18, 37}"
['2023/6/7'],[ 3  7  8 11 29],"[28, 12, 35, 4, 37, 24, 34, 5, 1, 14]",0,
['2023/6/8'],[ 1 12 15 23 38],"[10, 38, 8, 37, 9, 32, 29, 5, 19, 12]",2,"{12, 38}"
['2023/6/9'],[ 2 13 15 17 29],"[15, 18, 34, 17, 7, 31, 20, 6, 35, 11]",2,"{17, 15}"
['2023/6/10'],[ 1  8  9 19 28],"[10, 16, 30, 28, 32, 39, 15, 6, 4, 12]",1,{28}
['2023/6/12'],[ 8 13 19 22 26],"[24, 23, 30, 29, 37, 31, 22, 17, 25, 26]",2,"{26, 22}"
['2023/6/13'],[24 29 34 36 37],"[33, 9, 8, 2, 1, 34, 22, 27, 4, 26]",1,{34}
['2023/6/14'],[ 1  6 21 32 34],"[39, 5, 7, 11, 23, 38, 29, 19, 16, 28]",0,
['2023/6/15'],[ 2 11 15 18 21],"[34, 6, 30, 39, 23, 29, 19, 9, 2, 14]",1,{2}
['2023/6/16'],[ 9 12 24 28 39],"[13, 6, 27, 36, 9, 24, 8, 15, 12, 10]",3,"{24, 9, 12}"
['2023/6/17'],[ 2  9 20 29 36],"[13, 28, 29, 17, 38, 19, 32, 3, 22, 27]",1,{29}
['2023/6/19'],[ 1 13 33 36 39],"[9, 37, 31, 1, 32, 8, 2, 39, 19, 30]",2,"{1, 39}"
['2023/6/20'],[11 25 27 34 37],"[35, 14, 5, 23, 19, 4, 34, 32, 6, 2]",1,{34}
['2023/6/21'],[ 2  9 23 30 38],"[18, 31, 28, 33, 38, 4, 13, 27, 34, 6]",1,{38}
['2023/6/22'],[ 6 10 33 34 39],"[34, 25, 30, 2, 26, 8, 20, 4, 11, 13]",1,{34}
['2023/6/23'],[11 13 20 24 30],"[5, 13, 1, 38, 17, 9, 28, 39, 26, 15]",1,{13}
['2023/6/24'],[ 7 10 13 14 22],"[3, 6, 12, 39, 34, 32, 9, 26, 33, 29]",0,
['2023/6/26'],[ 5 14 15 20 26],"[11, 2, 16, 24, 7, 17, 32, 37, 35, 34]",0,
['2023/6/27'],[ 4 12 14 28 39],"[29, 22, 20, 5, 6, 1, 4, 9, 32, 24]",1,{4}
['2023/6/28'],[ 5  8 21 32 33],"[39, 7, 16, 25, 10, 2, 24, 3, 28, 6]",0,
['2023/6/29'],[ 2 10 14 17 27],"[17, 12, 20, 23, 37, 4, 27, 30, 26, 11]",2,"{17, 27}"
['2023/6/30'],[ 3 11 20 30 36],"[38, 6, 2, 22, 29, 17, 13, 7, 20, 35]",1,{20}
['2023/7/1'],[ 7  8 12 22 39],"[15, 21, 19, 2, 4, 22, 32, 30, 13, 27]",1,{22}
['2023/7/3'],[13 28 33 34 39],"[16, 5, 32, 17, 12, 28, 36, 15, 26, 23]",1,{28}
['2023/7/4'],[14 26 27 29 35],"[39, 27, 31, 24, 26, 7, 14, 29, 36, 15]",4,"{26, 27, 29, 14}"
['2023/7/5'],[ 5  7  8 25 30],"[18, 30, 17, 3, 9, 33, 20, 5, 24, 12]",2,"{5, 30}"
['2023/7/6'],[ 2 14 17 21 33],"[21, 12, 36, 5, 25, 6, 28, 26, 39, 13]",1,{21}
['2023/7/7'],[12 16 25 28 30],"[3, 19, 9, 22, 1, 10, 28, 5, 8, 12]",2,"{12, 28}"
['2023/7/8'],[ 1  4 18 24 33],"[8, 34, 20, 12, 7, 14, 36, 19, 16, 22]",0,
['2023/7/10'],[ 1  4 15 19 37],"[19, 32, 14, 30, 20, 26, 33, 18, 27, 9]",1,{19}
['2023/7/11'],[24 25 35 36 38],"[37, 4, 8, 26, 36, 7, 39, 31, 30, 16]",1,{36}
['2023/7/12'],[ 1  2  9 10 32],"[20, 19, 32, 16, 26, 39, 28, 34, 30, 1]",2,"{32, 1}"
['2023/7/13'],[ 4  6 10 19 32],"[34, 15, 22, 20, 19, 17, 33, 14, 38, 10]",2,"{10, 19}"
['2023/7/14'],[12 14 20 25 37],"[28, 25, 26, 27, 15, 33, 2, 39, 4, 32]",1,{25}
['2023/7/15'],[ 8 16 19 21 22],"[3, 6, 16, 8, 13, 32, 12, 18, 39, 36]",2,"{8, 16}"
['2023/7/17'],[ 1 18 22 29 30],"[29, 11, 32, 9, 5, 19, 16, 4, 8, 17]",1,{29}
['2023/7/18'],[12 15 23 29 38],"[20, 17, 16, 27, 25, 15, 23, 35, 13, 37]",2,"{23, 15}"
['2023/7/19'],[ 2 12 20 22 35],"[38, 23, 14, 7, 2, 8, 5, 33, 30, 32]",1,{2}
['2023/7/20'],[13 18 20 23 31],"[21, 35, 13, 7, 19, 15, 23, 27, 33, 8]",2,"{13, 23}"
['2023/7/21'],[ 9 26 27 31 39],"[33, 5, 4, 34, 3, 24, 30, 36, 12, 27]",1,{27}
['2023/7/22'],[ 4  9 15 24 32],"[33, 5, 25, 7, 39, 29, 23, 1, 30, 13]",0,
['2023/7/24'],[ 2 13 31 34 37],"[18, 39, 21, 4, 28, 32, 29, 25, 20, 11]",0,
['2023/7/25'],[15 18 19 26 32],"[14, 10, 25, 37, 9, 22, 8, 35, 29, 26]",1,{26}
['2023/7/26'],[ 6 13 33 37 38],"[36, 24, 16, 12, 6, 1, 15, 4, 23, 20]",1,{6}
['2023/7/27'],[10 13 18 37 39],"[31, 14, 32, 3, 33, 17, 16, 36, 26, 29]",0,
['2023/7/28'],[ 1  7 13 20 26],"[9, 11, 39, 28, 17, 25, 10, 26, 36, 1]",2,"{1, 26}"
['2023/7/29'],[15 18 20 30 37],"[31, 13, 1, 20, 35, 33, 39, 17, 24, 32]",1,{20}
['2023/7/31'],[ 3 13 19 21 35],"[5, 21, 10, 18, 6, 8, 4, 39, 9, 33]",1,{21}
['2023/8/1'],[ 1  3 10 15 30],"[1, 6, 32, 37, 27, 10, 2, 36, 35, 7]",2,"{1, 10}"
['2023/8/2'],[ 3 10 11 25 29],"[20, 4, 10, 5, 36, 12, 23, 15, 30, 9]",1,{10}
['2023/8/3'],[ 3  9 12 30 33],"[28, 31, 39, 18, 6, 32, 25, 8, 24, 14]",0,
['2023/8/4'],[ 7 16 20 35 38],"[13, 1, 29, 26, 21, 17, 39, 28, 30, 24]",0,
['2023/8/5'],[ 4  9 10 15 34],"[6, 30, 38, 34, 36, 12, 23, 33, 28, 31]",1,{34}
['2023/8/7'],[ 8 14 29 32 34],"[26, 32, 3, 15, 33, 30, 37, 7, 18, 39]",1,{32}
['2023/8/8'],[ 7 10 19 28 29],"[1, 13, 31, 27, 5, 29, 10, 25, 16, 12]",2,"{10, 29}"
['2023/8/9'],[ 3 12 15 30 39],"[26, 16, 38, 14, 34, 23, 30, 39, 25, 7]",2,"{30, 39}"
['2023/8/10'],[ 1 13 14 30 38],"[5, 21, 29, 11, 22, 20, 35, 6, 14, 25]",1,{14}
['2023/8/11'],[ 6 23 24 38 39],"[29, 9, 33, 23, 20, 17, 35, 7, 28, 22]",1,{23}
['2023/8/12'],[ 8 23 27 31 32],"[37, 24, 34, 2, 22, 36, 18, 21, 17, 12]",0,
['2023/8/14'],[17 18 26 28 33],"[17, 37, 3, 11, 13, 27, 25, 6, 35, 10]",1,{17}
['2023/8/15'],[14 23 26 33 37],"[20, 29, 19, 26, 4, 25, 16, 21, 7, 38]",1,{26}
['2023/8/16'],[ 2  7  9 19 28],"[16, 23, 26, 20, 30, 13, 29, 18, 35, 14]",0,
['2023/8/17'],[ 4 15 18 27 34],"[31, 19, 32, 15, 35, 11, 2, 24, 5, 12]",1,{15}
